project_id,reporting_month,project_length_km,original_contract_value_inr_cr,planned_duration_months,months_since_start,state,project_type,contractor,planned_physical_progress_pct,actual_physical_progress_pct,physical_progress_variance_pct,planned_financial_progress_pct,actual_financial_progress_pct,financial_progress_variance_pct,planned_cost_to_date_inr_cr,actual_expenditure_inr_cr,actual_cost_to_date_inr_cr,material_cost_inr_cr,labour_cost_inr_cr,equipment_cost_inr_cr,variation_cost_inr_cr,delay_related_cost_inr_cr,contractor_productivity_factor,land_acquisition_delay_days,utility_shifting_delay_days,environment_clearance_delay_days,material_delay_days,labour_shortage_days,equipment_unavailability_days,weather_disruption_days,traffic_diversion_delay_days,design_change_delay_days,approval_delay_days,expenditure_gap_inr_cr,cost_tracking_gap_inr_cr,delay_factor_count,delay_factor_severity,project_age_ratio,months_to_planned_completion,schedule_pressure,progress_efficiency,cost_growth_rate,recent_progress_trend_3m,recent_cost_trend_3m,consecutive_underperforming_months,recent_adverse_events_3m,is_terminal_snapshot,final_cost_overrun_pct,cost_overrun
HRI-0003,2020-10,30.09,247.6,13,8,Telangana,Road Widening (2 to 4 lane),Malwa Builders Pvt Ltd,67.0,57.94,-9.06,67.0,54.94,-12.06,165.89,136.04,145.41,79.81,38.65,26.48,0.0,0.48,0.935,0.0,1.3,0.0,0.0,0.0,0.0,34.2,0.4,0.0,0.0,-29.849999999999994,-9.370000000000005,3.0,35.9,0.6153846153846154,5,8.412,0.864776119402985,0.8765446982940504,7.156666666666666,17.203333333333333,2,3.0,False,4.4,0
HRI-0003,2020-11,30.09,247.6,13,9,Telangana,Road Widening (2 to 4 lane),Malwa Builders Pvt Ltd,77.42,65.69,-11.73,77.42,61.53,-15.89,191.7,152.35,162.88,89.97,42.97,29.46,0.0,0.48,0.892,0.0,1.3,0.0,0.0,0.0,0.0,34.3,0.4,0.0,0.0,-39.349999999999994,-10.530000000000001,3.0,35.99999999999999,0.6923076923076923,4,8.5775,0.848488762593645,0.849660928534168,6.906666666666666,16.756666666666664,0,3.0,False,4.4,0
HRI-0003,2020-12,30.09,247.6,13,10,Telangana,Road Widening (2 to 4 lane),Malwa Builders Pvt Ltd,86.48,70.27,-16.21,86.48,65.42,-21.06,214.13,161.98,175.9,97.21,46.35,31.81,0.0,0.53,0.812,0.0,1.3,0.0,0.0,0.0,0.0,39.4,0.4,0.0,0.0,-52.150000000000006,-13.920000000000016,3.0,41.099999999999994,0.7692307692307693,3,9.910000000000002,0.8125578168362626,0.8214635968803998,6.543333333333332,16.33666666666667,1,3.0,False,4.4,0
HRI-0003,2021-01,30.09,247.6,13,11,Telangana,Road Widening (2 to 4 lane),Malwa Builders Pvt Ltd,93.63,76.81,-16.82,93.63,70.98,-22.65,231.82,175.74,191.49,106.2,50.27,34.47,0.0,0.55,0.838,0.0,1.3,0.0,0.0,0.0,0.0,41.0,0.4,0.0,0.0,-56.079999999999984,-15.75,3.0,42.699999999999996,0.8461538461538461,2,11.594999999999999,0.8203567232724555,0.826028815460271,6.290000000000002,15.360000000000005,2,3.0,False,4.4,0
HRI-0003,2021-02,30.09,247.6,13,12,Telangana,Road Widening (2 to 4 lane),Malwa Builders Pvt Ltd,98.32,83.23,-15.09,98.32,76.43,-21.88,243.43,189.25,206.52,114.8,54.17,36.99,0.0,0.57,0.816,0.0,1.3,0.0,0.0,0.0,0.0,41.7,0.4,0.0,0.0,-54.18000000000001,-17.27000000000001,3.0,43.4,0.9230769230769231,1,16.769999999999996,0.8465215622457284,0.848375302961837,5.8466666666666685,14.546666666666672,3,3.0,False,4.4,0
HRI-0003,2021-03,30.09,247.6,13,13,Telangana,Road Widening (2 to 4 lane),Malwa Builders Pvt Ltd,100.0,89.86,-10.14,100.0,82.14,-17.86,247.6,203.38,221.83,123.11,57.86,40.27,0.0,0.59,0.91,0.0,1.3,0.0,0.0,0.0,0.0,43.8,0.4,0.0,0.0,-44.22,-18.450000000000017,3.0,45.49999999999999,1.0,0,10.14,0.8986,0.8959208400646205,6.530000000000001,15.310000000000002,4,3.0,False,4.4,0
HRI-0003,2021-04,30.09,247.6,13,14,Telangana,Road Widening (2 to 4 lane),Malwa Builders Pvt Ltd,100.0,96.43,-3.57,100.0,87.73,-12.27,247.6,217.21,240.47,133.36,62.63,43.88,0.0,0.61,0.896,0.0,1.3,0.0,0.0,0.5,0.0,44.5,0.4,0.0,0.0,-30.389999999999986,-23.25999999999999,4.0,46.699999999999996,1.0769230769230769,-1,3.569999999999993,0.9643,0.9712035541195477,6.540000000000002,16.326666666666664,5,3.0,False,4.4,0
HRI-0003,2021-05,30.09,247.6,13,15,Telangana,Road Widening (2 to 4 lane),Malwa Builders Pvt Ltd,100.0,100.0,0.0,100.0,93.6,-6.4,247.6,231.77,258.49,143.98,66.64,47.25,0.0,0.62,0.945,0.0,1.3,0.0,0.0,0.5,0.0,45.1,0.4,0.0,0.0,-15.829999999999984,-26.72,4.0,47.3,1.1538461538461537,-2,0.0,1.0,1.0439822294022618,5.589999999999999,17.323333333333334,6,3.0,True,4.4,0
HRI-0004,2021-12,25.6,226.23,14,1,Gujarat,Road Widening (2 to 4 lane),Vindhya Engineering & Constructions Ltd,1.46,6.28,4.83,1.46,6.39,4.93,3.3,14.46,12.31,6.58,2.87,2.68,0.0,0.18,1.027,0.0,0.0,0.0,0.0,10.8,0.0,1.5,0.0,0.0,0.0,11.16,2.1500000000000004,2.0,12.3,0.07142857142857142,13,7.2092307692307696,4.301369863013699,3.7303030303030305,6.28,12.31,1,1.0,False,1.88,0
HRI-0004,2022-01,25.6,226.23,14,2,Gujarat,Road Widening (2 to 4 lane),Vindhya Engineering & Constructions Ltd,5.54,14.84,9.3,5.54,15.33,9.8,12.53,34.69,31.03,16.9,7.54,6.41,0.0,0.18,1.095,0.0,0.0,0.0,0.0,10.8,0.0,1.6,0.0,0.0,0.0,22.159999999999997,3.6599999999999966,2.0,12.4,0.14285714285714285,12,7.096666666666667,2.67870036101083,2.4764565043894655,7.42,15.515,0,2.0,False,1.88,0
HRI-0004,2022-02,25.6,226.23,14,3,Gujarat,Road Widening (2 to 4 lane),Vindhya Engineering & Constructions Ltd,11.81,22.29,10.48,11.81,23.2,11.39,26.71,52.49,46.63,26.12,11.54,8.78,0.0,0.2,1.148,0.0,0.0,0.0,0.0,10.8,0.0,2.8,0.0,0.0,0.0,25.78,5.859999999999999,2.0,13.600000000000001,0.21428571428571427,11,7.064545454545455,1.8873835732430142,1.7457880943466866,7.43,15.543333333333335,0,3.0,False,1.88,0
HRI-0004,2022-03,25.6,226.23,14,4,Gujarat,Road Widening (2 to 4 lane),Vindhya Engineering & Constructions Ltd,19.83,30.84,11.02,19.83,32.23,12.4,44.85,72.91,68.88,37.27,16.48,12.83,2.1,0.2,1.143,0.0,0.0,0.0,0.0,10.8,0.0,2.8,0.0,2.7,0.0,28.059999999999995,4.030000000000001,3.0,16.3,0.2857142857142857,10,6.9159999999999995,1.5552193645990924,1.5357859531772573,8.186666666666666,18.856666666666666,0,3.0,False,1.88,0
HRI-0004,2022-04,25.6,226.23,14,5,Gujarat,Road Widening (2 to 4 lane),Vindhya Engineering & Constructions Ltd,29.15,39.47,10.32,29.15,,,65.96,,88.21,48.93,21.02,15.92,2.1,0.24,1.168,2.6,0.0,0.0,0.0,10.8,0.0,3.5,0.0,2.7,0.0,,,4.0,19.6,0.35714285714285715,9,6.725555555555555,1.3540308747855918,1.3373256519102488,8.209999999999999,19.06,0,3.0,False,1.88,0
HRI-0004,2022-05,25.6,226.23,14,6,Gujarat,Road Widening (2 to 4 lane),Vindhya Engineering & Constructions Ltd,39.36,49.16,9.8,39.36,52.36,13.0,89.04,118.45,108.65,60.36,25.69,20.25,2.1,0.25,1.162,2.6,0.0,0.0,0.0,10.8,0.0,3.6,0.0,2.7,0.0,29.409999999999997,9.799999999999997,4.0,19.7,0.42857142857142855,8,6.355,1.2489837398373984,1.2202380952380951,8.956666666666665,20.673333333333336,0,3.0,False,1.88,0
HRI-0004,2022-06,25.6,226.23,14,7,Gujarat,Road Widening (2 to 4 lane),Vindhya Engineering & Constructions Ltd,50.0,57.32,7.32,50.0,61.19,11.19,113.11,138.44,124.44,69.03,30.09,22.9,2.1,0.32,1.192,2.6,0.0,0.0,0.0,10.8,0.0,8.0,0.0,2.7,0.0,25.33,14.0,4.0,24.1,0.5,7,6.097142857142857,1.1464,1.1001679780744409,8.826666666666666,18.52,0,3.0,False,1.88,0
HRI-0004,2022-07,25.6,226.23,14,8,Gujarat,Road Widening (2 to 4 lane),Vindhya Engineering & Constructions Ltd,60.64,66.14,5.5,60.64,70.52,9.88,137.19,159.54,143.55,80.09,34.71,26.32,2.1,0.33,1.185,2.6,0.0,0.0,0.0,10.8,0.0,9.3,0.0,2.7,0.0,22.349999999999994,15.98999999999998,4.0,25.400000000000002,0.5714285714285714,6,5.6433333333333335,1.0906992084432718,1.0463590640717255,8.89,18.446666666666673,0,3.0,False,1.88,0
HRI-0004,2022-08,25.6,226.23,14,9,Gujarat,Road Widening (2 to 4 lane),Vindhya Engineering & Constructions Ltd,70.85,74.43,3.59,70.85,79.24,8.4,160.27,179.27,161.53,89.86,39.65,29.52,2.1,0.41,1.228,2.6,0.0,0.0,0.0,10.8,0.0,17.0,0.0,2.7,0.0,19.0,17.74000000000001,4.0,33.1,0.6428571428571429,5,5.113999999999999,1.050529287226535,1.007861733325014,8.423333333333337,17.626666666666665,0,3.0,False,1.88,0
HRI-0004,2022-09,25.6,226.23,14,10,Gujarat,Road Widening (2 to 4 lane),Vindhya Engineering & Constructions Ltd,80.17,81.52,1.34,80.17,86.65,6.47,181.38,196.02,175.59,98.15,43.06,31.81,2.1,0.47,1.061,2.6,0.0,0.0,0.0,10.8,0.0,21.8,0.0,2.7,0.0,14.640000000000015,20.430000000000007,4.0,37.900000000000006,0.7142857142857143,4,4.620000000000001,1.0168392166645877,0.9680780681442276,8.066666666666665,17.05,1,3.0,False,1.88,0
HRI-0004,2022-10,25.6,226.23,14,11,Gujarat,Road Widening (2 to 4 lane),Vindhya Engineering & Constructions Ltd,88.19,89.34,1.14,88.19,94.88,6.69,199.52,214.65,192.84,107.7,47.77,34.78,2.1,0.5,1.044,2.6,0.0,0.0,0.0,10.8,0.0,23.7,0.0,2.7,0.0,15.129999999999995,21.810000000000002,4.0,39.800000000000004,0.7857142857142857,3,3.5533333333333323,1.01304002721397,0.9665196471531675,7.733333333333334,16.429999999999996,0,3.0,False,1.88,0
HRI-0004,2022-11,25.6,226.23,14,12,Gujarat,Road Widening (2 to 4 lane),Vindhya Engineering & Constructions Ltd,94.46,96.41,1.95,94.46,100.0,5.54,213.7,226.23,207.47,116.32,51.24,37.29,2.1,0.51,1.035,2.6,0.0,0.0,0.0,10.8,0.0,24.9,0.0,2.7,0.0,12.530000000000001,18.75999999999999,4.0,41.00000000000001,0.8571428571428571,2,1.7950000000000017,1.0206436586915097,0.9708469817501171,7.3266666666666636,15.313333333333333,1,3.0,False,1.88,0
HRI-0004,2022-12,25.6,226.23,14,13,Gujarat,Road Widening (2 to 4 lane),Vindhya Engineering & Constructions Ltd,98.54,100.0,1.46,98.54,100.0,1.46,222.93,226.23,230.49,125.62,55.7,40.99,7.66,0.53,1.052,2.6,0.0,0.0,0.0,10.8,0.0,26.5,0.0,13.7,0.0,3.299999999999983,-4.260000000000019,4.0,53.599999999999994,0.9285714285714286,1,0.0,1.0148163182463974,1.03391199031086,6.160000000000001,18.3,2,3.0,True,1.88,0
HRI-0005,2024-06,27.19,322.09,12,1,West Bengal,Road Widening (2 to 4 lane),Skyline Constructions Pvt Ltd,1.97,7.81,5.84,1.97,7.89,5.92,6.34,25.4,25.12,13.21,6.61,5.24,0.0,0.05,1.093,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,19.06,0.2799999999999976,1.0,2.6,0.08333333333333333,11,8.38090909090909,3.964467005076142,3.962145110410095,7.81,25.12,1,1.0,False,18.99,1
HRI-0005,2024-07,27.19,322.09,12,2,West Bengal,Road Widening (2 to 4 lane),Skyline Constructions Pvt Ltd,7.41,14.11,6.7,7.41,14.25,6.84,23.86,45.89,47.59,25.39,12.32,9.53,0.0,0.35,0.983,0.0,0.0,0.0,12.5,0.0,0.0,20.4,0.0,0.0,0.0,22.03,-1.7000000000000028,2.0,32.9,0.16666666666666666,10,8.589,1.904183535762483,1.9945515507124898,7.055,23.795,2,2.0,False,18.99,1
HRI-0005,2024-08,27.19,322.09,12,3,West Bengal,Road Widening (2 to 4 lane),Skyline Constructions Pvt Ltd,15.62,20.42,4.79,15.62,20.69,5.07,50.33,66.64,68.7,36.63,17.72,13.83,0.0,0.51,0.966,0.0,0.0,0.0,12.5,0.0,0.0,30.4,0.0,0.0,0.0,16.310000000000002,-2.0600000000000023,2.0,42.9,0.25,9,8.842222222222222,1.3072983354673497,1.3649910590105305,6.8066666666666675,22.900000000000002,3,3.0,False,18.99,1
HRI-0005,2024-09,27.19,322.09,12,4,West Bengal,Road Widening (2 to 4 lane),Skyline Constructions Pvt Ltd,25.93,25.72,-0.2,25.93,25.86,-0.07,83.5,83.28,87.93,47.31,22.82,16.7,0.0,1.1,0.986,0.0,0.0,0.0,12.5,0.0,0.0,64.1,0.0,0.0,0.0,-0.21999999999999886,-4.650000000000006,2.0,76.6,0.3333333333333333,8,9.285,0.9919012726571539,1.053053892215569,5.97,20.936666666666667,4,3.0,False,18.99,1
HRI-0005,2024-10,27.19,322.09,12,5,West Bengal,Road Widening (2 to 4 lane),,37.62,31.92,-5.7,37.62,31.96,-5.66,121.16,102.94,106.89,58.11,27.63,19.82,0.0,1.32,0.954,0.0,0.0,0.0,12.5,0.0,6.0,69.0,1.7,0.0,0.0,-18.22,-3.950000000000003,4.0,89.2,0.4166666666666667,7,9.725714285714286,0.8484848484848486,0.882221855397821,5.936666666666667,19.766666666666666,5,3.0,False,18.99,1
HRI-0005,2024-11,27.19,322.09,12,6,West Bengal,Road Widening (2 to 4 lane),Skyline Constructions Pvt Ltd,50.0,40.04,-9.96,50.0,39.72,-10.28,161.04,127.94,134.5,74.57,34.3,24.32,0.0,1.32,0.985,0.0,0.0,0.0,12.5,0.0,6.0,69.1,1.7,0.0,0.0,-33.099999999999994,-6.560000000000002,4.0,89.3,0.5,6,9.993333333333334,0.8008,0.8351962245404869,6.539999999999999,21.933333333333334,6,3.0,False,18.99,1
HRI-0005,2024-12,27.19,322.09,12,7,West Bengal,Road Widening (2 to 4 lane),Skyline Constructions Pvt Ltd,62.38,47.04,-15.35,62.38,46.29,-16.09,200.93,149.1,158.9,88.12,40.01,29.42,0.0,1.35,0.968,0.4,0.0,0.0,12.5,0.0,6.0,71.3,1.7,0.0,0.0,-51.83000000000001,-9.800000000000011,5.0,91.9,0.5833333333333334,5,10.592,0.7540878486694453,0.7908226745632807,7.1066666666666665,23.656666666666666,7,3.0,False,18.99,1
HRI-0005,2025-01,27.19,322.09,12,8,West Bengal,Road Widening (2 to 4 lane),Skyline Constructions Pvt Ltd,74.07,54.37,-19.7,74.07,53.06,-21.01,238.59,170.9,185.29,102.7,46.76,34.48,0.0,1.36,0.934,0.4,0.0,0.0,12.5,0.0,6.0,72.0,1.7,0.0,0.0,-67.69,-14.389999999999986,5.0,92.60000000000001,0.6666666666666666,4,11.4075,0.734035371945457,0.7766042164382413,7.483333333333332,26.13333333333333,8,3.0,False,18.99,1
HRI-0005,2025-02,27.19,322.09,12,9,West Bengal,Road Widening (2 to 4 lane),Skyline Constructions Pvt Ltd,84.38,61.98,-22.4,84.38,59.78,-24.59,271.76,192.55,213.85,118.4,54.46,39.63,0.0,1.37,0.914,0.4,0.0,0.0,12.5,0.0,6.0,72.7,1.7,0.0,0.0,-79.20999999999998,-21.299999999999983,5.0,93.30000000000001,0.75,3,12.673333333333334,0.7345342498222328,0.7869075654989697,7.313333333333333,26.45,9,3.0,False,18.99,1
HRI-0005,2025-03,27.19,322.09,12,10,West Bengal,Road Widening (2 to 4 lane),Skyline Constructions Pvt Ltd,92.59,68.57,-24.03,92.59,65.66,-26.93,298.23,211.48,235.7,131.05,59.36,43.82,0.0,1.48,0.836,0.4,3.5,0.0,12.5,0.0,6.0,,1.7,0.0,0.0,-86.75000000000003,-24.22,,,0.8333333333333334,2,15.715000000000003,0.7405767361486121,0.7903296113737719,7.176666666666665,25.599999999999994,10,2.0,False,18.99,1
HRI-0005,2025-04,27.19,322.09,12,11,West Bengal,Road Widening (2 to 4 lane),Skyline Constructions Pvt Ltd,98.03,74.85,-23.18,98.03,71.0,-27.03,315.75,228.69,256.32,142.42,64.46,47.95,0.0,1.49,0.901,0.4,3.5,0.0,12.5,0.0,6.0,75.2,1.7,0.0,0.0,-87.06,-27.629999999999995,6.0,99.30000000000001,0.9166666666666666,1,25.150000000000006,0.763541772926655,0.8117814726840855,6.826666666666665,23.676666666666666,11,2.0,False,18.99,1
HRI-0005,2025-05,27.19,322.09,12,12,West Bengal,Road Widening (2 to 4 lane),Skyline Constructions Pvt Ltd,100.0,81.69,-18.31,100.0,76.96,-23.04,322.09,247.89,279.05,154.81,70.35,52.36,0.0,1.54,0.864,0.4,3.5,0.0,12.5,0.0,,78.4,1.7,0.0,0.0,-74.19999999999999,-31.160000000000025,,,1.0,0,18.310000000000002,0.8169,0.866372752957248,6.57,21.733333333333338,12,1.0,False,18.99,1
HRI-0005,2025-06,27.19,322.09,12,13,West Bengal,Road Widening (2 to 4 lane),Skyline Constructions Pvt Ltd,100.0,87.25,-12.75,100.0,81.93,-18.07,322.09,263.88,296.83,165.17,74.68,55.19,0.0,1.78,0.821,0.4,3.5,0.0,12.5,0.0,6.0,93.7,1.7,0.0,0.0,-58.20999999999998,-32.94999999999999,6.0,117.80000000000001,1.0833333333333333,-1,12.75,0.8725,0.9215747151417306,6.226666666666669,20.376666666666665,13,2.0,False,18.99,1
HRI-0005,2025-07,27.19,322.09,12,14,West Bengal,Road Widening (2 to 4 lane),Skyline Constructions Pvt Ltd,100.0,93.06,-6.94,100.0,87.15,-12.85,322.09,280.71,318.08,176.81,80.1,59.14,0.0,2.03,0.874,14.4,3.5,0.0,12.5,0.0,6.0,96.9,1.7,0.0,0.0,-41.379999999999995,-37.370000000000005,6.0,135.0,1.1666666666666667,-2,6.939999999999998,0.9306,0.9875500636468069,6.070000000000003,20.586666666666662,14,2.0,False,18.99,1
HRI-0005,2025-08,27.19,322.09,12,15,West Bengal,Road Widening (2 to 4 lane),Skyline Constructions Pvt Ltd,100.0,99.52,-0.48,100.0,93.07,-6.93,322.09,299.77,340.46,189.42,86.0,62.99,0.0,2.04,0.895,14.4,3.5,0.0,12.5,0.6,6.0,97.0,1.7,0.0,0.0,-22.319999999999993,-40.69,7.0,135.7,1.25,-3,0.480000000000004,0.9952,1.0570337483312118,5.9433333333333325,20.469999999999988,15,3.0,False,18.99,1
HRI-0005,2025-09,27.19,322.09,12,16,West Bengal,Road Widening (2 to 4 lane),Skyline Constructions Pvt Ltd,100.0,100.0,0.0,100.0,99.35,-0.65,322.09,319.99,383.24,201.86,92.64,67.72,18.88,2.14,0.879,14.4,3.5,0.0,12.5,0.6,,99.3,7.0,0.0,18.3,-2.099999999999966,-63.25,,,1.3333333333333333,-4,0.0,1.0,1.18985376758049,4.25,28.80333333333334,16,2.0,True,18.99,1
HRI-0006,2021-09,36.14,745.16,19,1,Telangana,Greenfield Highway,Malwa Builders Pvt Ltd,0.8,4.1,3.3,0.8,3.99,3.18,5.98,29.7,30.0,16.71,8.09,5.19,0.0,0.01,0.869,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,23.72,-0.3000000000000007,1.0,0.5,0.05263157894736842,18,5.327777777777778,5.0,5.0,4.1,30.0,1,1.0,False,2.78,0
HRI-0006,2021-10,36.14,745.16,19,2,Telangana,Greenfield Highway,Malwa Builders Pvt Ltd,3.09,8.74,5.65,3.09,8.54,5.45,23.03,63.63,65.1,36.27,16.9,11.89,0.0,0.03,0.845,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,40.6,-1.4699999999999918,1.0,2.6,0.10526315789473684,17,5.368235294117647,2.828478964401295,2.8267477203647413,4.37,32.55,2,2.0,False,2.78,0
HRI-0006,2021-11,36.14,745.16,19,3,Telangana,Greenfield Highway,Malwa Builders Pvt Ltd,6.69,12.76,6.07,6.69,12.5,5.81,49.87,93.15,94.41,52.59,23.7,18.06,0.0,0.06,0.823,0.0,0.0,0.0,0.0,3.1,0.0,2.7,0.0,0.0,0.0,43.28000000000001,-1.259999999999991,2.0,5.800000000000001,0.15789473684210525,16,5.4525,1.9073243647234677,1.8931221175055144,4.253333333333333,31.47,3,3.0,False,2.78,0
HRI-0006,2021-12,36.14,745.16,19,4,Telangana,Greenfield Highway,Malwa Builders Pvt Ltd,11.43,17.48,6.05,11.43,17.14,5.71,85.17,127.7,129.38,72.86,32.01,24.43,0.0,0.07,0.773,0.0,0.0,0.0,0.0,3.1,0.0,3.4,0.0,0.0,0.0,42.53,-1.6799999999999926,2.0,6.5,0.21052631578947367,15,5.501333333333333,1.5293088363954506,1.5190794880826581,4.46,33.126666666666665,4,3.0,False,2.78,0
HRI-0006,2022-01,36.14,745.16,19,5,Telangana,Greenfield Highway,Malwa Builders Pvt Ltd,17.13,21.62,4.49,17.13,21.04,3.91,127.65,156.81,158.63,88.66,40.13,29.73,0.0,0.11,0.808,0.0,0.0,0.0,0.0,3.1,0.0,4.9,0.0,0.0,0.0,29.159999999999997,-1.8199999999999932,2.0,8.0,0.2631578947368421,14,5.598571428571428,1.2621132516053708,1.2426948687818251,4.293333333333334,31.176666666666666,5,3.0,False,2.78,0
HRI-0006,2022-02,36.14,745.16,19,6,Telangana,Greenfield Highway,Malwa Builders Pvt Ltd,23.62,27.28,3.66,23.62,26.25,2.63,176.0,195.61,199.91,112.71,50.58,36.51,0.0,0.12,0.863,0.0,0.0,0.0,0.0,3.1,0.0,5.7,0.0,0.0,0.0,19.610000000000014,-4.299999999999983,2.0,8.8,0.3157894736842105,13,5.593846153846154,1.1549534292972057,1.1358522727272726,4.840000000000001,35.166666666666664,0,3.0,False,2.78,0
HRI-0006,2022-03,36.14,745.16,19,7,Telangana,Greenfield Highway,Malwa Builders Pvt Ltd,30.72,32.09,1.37,30.72,30.71,-0.01,228.9,228.86,237.33,133.76,59.35,43.85,0.0,0.37,0.805,10.2,0.0,0.0,0.0,3.1,0.0,6.4,0.0,0.0,0.0,-0.03999999999999204,-8.469999999999999,3.0,19.7,0.3684210526315789,12,5.659166666666667,1.0445963541666667,1.0368283093053736,4.870000000000001,35.98333333333334,1,3.0,False,2.78,0
HRI-0006,2022-04,36.14,745.16,19,8,Telangana,Greenfield Highway,Malwa Builders Pvt Ltd,38.26,36.32,-1.93,38.26,34.69,-3.56,285.07,258.52,270.65,151.65,68.04,50.53,0.0,0.42,0.782,10.2,0.0,0.0,0.0,3.1,2.9,6.6,0.0,0.0,0.0,-26.55000000000001,-12.129999999999995,4.0,22.799999999999997,0.42105263157894735,11,5.789090909090909,0.9492943021432306,0.9494159329287543,4.8999999999999995,37.339999999999996,2,3.0,False,2.78,0
HRI-0006,2022-05,36.14,745.16,19,9,Telangana,Greenfield Highway,Malwa Builders Pvt Ltd,46.06,41.0,-5.06,46.06,39.12,-6.93,343.19,291.52,303.73,170.51,75.44,57.33,0.0,0.44,0.718,10.2,0.0,0.0,0.0,3.1,2.9,7.5,0.0,0.0,0.0,-51.670000000000016,-12.210000000000036,4.0,23.7,0.47368421052631576,10,5.9,0.8901432913590968,0.8850199597890382,4.573333333333333,34.606666666666676,3,3.0,False,2.78,0
HRI-0006,2022-06,36.14,745.16,19,10,Telangana,Greenfield Highway,Malwa Builders Pvt Ltd,53.94,45.29,-8.66,53.94,,,401.97,,335.97,188.62,83.31,63.52,0.0,0.51,0.765,10.2,0.0,0.0,0.0,3.8,2.9,11.8,0.0,0.0,0.0,,,4.0,28.7,0.5263157894736842,9,6.078888888888889,0.8396366332962552,0.8358086424360027,4.399999999999999,32.88,4,3.0,False,2.78,0
HRI-0006,2022-07,36.14,745.16,19,11,Telangana,Greenfield Highway,Malwa Builders Pvt Ltd,61.74,48.2,-13.55,61.74,46.06,-15.69,460.09,343.19,358.35,200.0,88.96,67.98,0.0,1.41,0.81,10.2,0.0,0.0,0.0,3.8,2.9,61.3,0.0,0.0,0.0,-116.89999999999998,-15.160000000000025,4.0,78.2,0.5789473684210527,8,6.475,0.7806932296728215,0.7788693516485906,3.960000000000001,29.23333333333335,5,3.0,False,2.78,0
HRI-0006,2022-08,36.14,745.16,19,12,Telangana,Greenfield Highway,Malwa Builders Pvt Ltd,69.28,51.66,-17.62,69.28,49.31,-19.97,516.26,367.42,384.29,213.39,96.31,72.75,0.0,1.84,0.792,10.2,0.0,0.0,0.0,3.8,2.9,88.0,0.0,0.0,0.0,-148.83999999999997,-16.870000000000005,4.0,104.9,0.631578947368421,7,6.905714285714287,0.7456697459584295,0.7443729903536977,3.5533333333333323,26.853333333333335,6,3.0,False,2.78,0
HRI-0006,2022-09,36.14,745.16,19,13,Telangana,Greenfield Highway,Malwa Builders Pvt Ltd,76.38,55.9,-20.48,76.38,53.35,-23.03,569.16,397.55,415.97,230.4,105.06,78.62,0.0,1.89,0.834,10.2,0.0,0.0,0.0,3.8,2.9,92.1,0.0,0.0,0.0,-171.60999999999996,-18.420000000000016,4.0,109.0,0.6842105263157895,6,7.3500000000000005,0.7318669808850484,0.7308489704125378,3.5366666666666666,26.666666666666668,7,3.0,False,2.78,0
HRI-0006,2022-10,36.14,745.16,19,14,Telangana,Greenfield Highway,Malwa Builders Pvt Ltd,82.87,60.49,-22.38,82.87,57.47,-25.4,617.51,428.24,450.62,250.29,113.66,84.78,,1.89,0.854,10.2,0.0,0.0,0.0,3.8,2.9,92.4,0.0,0.0,0.0,-189.26999999999998,-22.379999999999995,4.0,109.30000000000001,0.7368421052631579,5,7.901999999999999,0.7299384578255098,0.7297371702482551,4.096666666666667,30.75666666666666,8,3.0,False,2.78,0
HRI-0006,2022-11,36.14,745.16,19,15,Telangana,Greenfield Highway,Malwa Builders Pvt Ltd,88.57,66.47,-22.1,88.57,62.68,-25.89,659.99,467.09,498.35,277.04,125.3,94.11,0.0,1.9,0.935,10.2,0.0,0.0,0.0,3.8,2.9,92.5,0.0,0.0,0.0,-192.90000000000003,-31.260000000000048,4.0,109.4,0.7894736842105263,4,8.3825,0.7504798464491363,0.7550871982908832,4.936666666666667,38.02,0,3.0,False,2.78,0
HRI-0006,2022-12,36.14,745.16,19,16,Telangana,Greenfield Highway,Malwa Builders Pvt Ltd,93.31,71.03,-22.28,93.31,66.56,-26.75,695.29,495.98,533.16,296.87,134.26,99.63,0.0,2.4,0.874,10.2,0.0,0.0,0.0,23.1,2.9,94.6,0.0,0.0,0.0,-199.30999999999995,-37.17999999999995,4.0,130.79999999999998,0.8421052631578947,3,9.656666666666666,0.7612260207909121,0.76681672395691,5.043333333333334,39.06333333333331,1,3.0,False,2.78,0
HRI-0006,2023-01,36.14,745.16,19,17,Telangana,Greenfield Highway,Malwa Builders Pvt Ltd,96.91,74.09,-22.82,96.91,69.26,-27.65,722.13,516.09,555.57,309.27,139.78,103.94,0.0,2.57,0.92,10.2,0.0,0.0,0.0,30.4,2.9,94.7,0.0,0.0,0.0,-206.03999999999996,-39.48000000000002,4.0,138.2,0.8947368421052632,2,12.954999999999998,0.7645237849551131,0.7693490091811724,4.533333333333334,34.98333333333335,2,3.0,False,2.78,0
